time,oil,ore,uranium,diamonds,rivalium
2020-10-15 22:36:43,211,200,2246,1489000,156000
2020-10-15 22:47:05,204,204,2247,1500000,156000
2020-10-15 22:57:27,205,202,2240,1500000,154000
2020-10-16 00:55:54,204,200,2180,1500000,163800
2020-10-16 01:06:01,206,205,2180,1500000,162999
2020-10-16 01:16:09,209,200,2178,1500000,161000
2020-10-16 01:26:18,209,202,2165,1500000,160997
2020-10-16 01:36:25,212,202,2164,1500000,154998
2020-10-16 01:46:49,214,203,2164,1500000,150000
2020-10-16 01:57:12,213,205,2164,1500000,159998
2020-10-16 02:07:36,208,206,2195,1500000,159900
2020-10-16 02:18:00,217,205,2195,1500000,163000
2020-10-16 02:28:24,213,199,2192,1490000,162500
2020-10-16 02:38:48,210,203,2192,1500000,162499
2020-10-16 02:49:12,210,202,2192,1500000,162498
2020-10-16 02:59:58,209,203,2190,1500000,162498
2020-10-16 03:10:06,208,202,2187,1495000,149999
2020-10-16 03:20:31,210,202,2198,1495000,149996
2020-10-16 03:30:40,209,202,2190,1494000,154999
2020-10-16 03:40:47,208,202,2189,1494000,164000
2020-10-16 03:51:14,210,202,2199,1495000,163999
2020-10-16 04:01:59,213,203,2190,1494990,163000
2020-10-16 04:12:28,210,205,2190,1494990,162899
2020-10-16 04:22:52,210,205,2189,1500000,162899
2020-10-16 04:33:22,218,207,2100,1500000,163000
2020-10-16 04:43:30,220,209,2189,1499900,163000
2020-10-16 04:53:58,215,209,2189,1499900,162999
2020-10-16 09:49:00,215,205,2196,1500000,162900
2020-10-16 09:59:07,215,205,2196,1500000,161999
2020-10-16 10:09:31,215,205,2196,1500000,161998
2020-10-16 10:19:55,215,204,2196,1500000,162900
2020-10-16 10:30:17,215,205,2196,1500000,162000
2020-10-16 10:40:41,215,205,2196,1500000,159679
2020-10-16 10:51:21,215,205,2196,1500000,159660
2020-10-16 11:01:30,210,205,2196,1500000,158880
2020-10-16 11:11:38,213,205,2196,1500000,158499
2020-10-16 11:21:46,213,205,2196,1500000,158499
2020-10-16 16:02:47,205,202,2192,1495000,153400
2020-10-16 16:12:55,215,203,2188,1495000,154998
2020-10-16 16:23:24,209,200,2185,1495000,154500
2020-10-16 16:33:53,249,210,2181,1495000,154498
2020-10-16 16:44:03,245,209,2208,1497000,154497
2020-10-16 16:54:11,235,200,2199,1500000,154398
2020-10-16 18:42:41,217,202,2166,1470000,149000
2020-10-16 18:52:56,223,204,2166,1496000,155000
2020-10-16 19:03:10,220,202,2166,1496000,157000
2020-10-16 19:13:22,218,201,2167,1496000,156156
2020-10-16 19:23:35,218,200,2159,1496000,156998
2020-10-16 19:33:49,217,200,2159,1490000,154980
2020-10-16 19:44:18,213,201,2139,1495000,154978
2020-10-16 19:54:50,215,203,2138,1495000,154900
2020-10-16 20:05:22,212,202,2138,1495000,153000
2020-10-16 20:15:39,228,204,2138,1489990,152500
2020-10-16 20:25:54,225,200,2100,1484990,155900
2020-10-16 20:36:07,222,200,2130,1490000,155000
2020-10-16 20:46:39,215,203,2130,1495000,154000
2020-10-16 20:56:53,216,203,2218,1495000,158999
2020-10-16 21:07:24,210,203,2217,1495000,158500
2020-10-16 21:17:39,219,200,2198,1490000,152000
2020-10-16 21:27:53,218,201,2197,1490000,155000
2020-10-16 21:38:06,216,202,2197,1490000,157995
2020-10-16 21:48:40,218,205,2197,1489880,151789
2020-10-16 21:58:54,218,205,2196,1490000,151699
2020-10-16 22:09:09,212,205,2195,1488990,155000
2020-10-16 22:19:21,214,210,2195,1485000,151000
2020-10-16 22:29:37,215,210,2193,1485000,155000
2020-10-16 22:34:58,212,207,2192,1485000,154999
2020-10-16 22:45:09,208,206,2191,1484990,152999
2020-10-16 22:55:21,200,202,2195,1479990,152999
2020-10-16 23:05:32,209,204,2192,1477990,151000
2020-10-16 23:15:42,212,205,2192,1490000,151000
2020-10-16 23:25:53,215,205,2176,1485000,153000
2020-10-16 23:36:19,213,206,2217,1495000,155000
2020-10-16 23:46:30,215,205,2198,1495000,154999
2020-10-16 23:56:41,212,204,2198,1485000,154989
2020-10-17 00:06:51,215,206,2195,1435000,152999
2020-10-17 00:17:02,210,200,2188,1450000,152000
2020-10-17 00:27:14,215,203,2185,1470000,159900
2020-10-17 00:37:44,212,200,2183,1480000,159500
2020-10-17 00:47:54,215,204,2142,1496500,149900
2020-10-17 00:58:05,215,205,2140,1496400,151000
2020-10-17 01:08:16,210,202,2137,1495000,151000
2020-10-17 01:18:27,213,204,2190,1499000,140000
2020-10-17 01:28:38,213,199,2187,1500000,154999
2020-10-17 01:39:05,214,203,2179,1497000,159000
2020-10-17 01:49:15,215,205,2175,1495000,154999
2020-10-17 01:59:27,215,204,2174,1494000,154998
2020-10-17 02:09:39,214,205,2174,1495000,159000
2020-10-17 02:19:49,219,197,2170,1494990,154000
2020-10-17 02:30:00,215,204,2168,1489990,153999
2020-10-17 02:40:29,218,200,2150,1480000,153000
2020-10-17 02:50:39,212,203,2147,1490000,150999
2020-10-17 03:00:50,229,203,2145,1490000,150000
2020-10-17 03:11:01,229,203,2143,1485000,152988
2020-10-17 03:21:13,227,203,2143,1495000,149999
2020-10-17 03:31:24,224,200,2119,1490000,152988
2020-10-17 03:41:57,223,205,2187,1470000,152989
2020-10-17 08:47:09,212,204,2180,1480000,152550
2020-10-17 08:57:19,214,204,2180,1480000,151678
2020-10-17 09:07:29,217,200,2165,1478000,151670
2020-10-17 09:17:45,217,204,2000,1478000,151670
2020-10-17 09:27:57,219,204,2170,1490000,151650
2020-10-17 09:38:08,220,202,2170,1490000,151650
2020-10-17 09:48:48,220,203,2170,1490000,151650
2020-10-17 09:59:00,220,203,2170,1490000,151650
2020-10-17 10:09:12,218,204,2169,1487000,151278
2020-10-17 10:19:29,220,206,2169,1487000,151278
2020-10-17 10:29:39,215,206,2169,1487000,151278
2020-10-17 10:39:50,212,206,2169,1494500,151200
2020-10-17 10:50:22,214,206,2180,1495000,151620
2020-10-17 11:00:35,214,206,2199,1495000,151620
2020-10-17 11:10:46,215,206,2198,1495000,151610
2020-10-17 11:20:57,215,206,2198,1490000,151610
2020-10-17 11:31:09,220,205,2198,1490000,151600
2020-10-17 11:41:21,220,205,2198,1489990,147999
2020-10-17 11:51:48,215,205,2198,1489990,146999
2020-10-17 12:01:59,215,205,2197,1489990,147000
2020-10-17 12:12:11,213,204,2197,1480000,151600
2020-10-17 12:22:22,214,204,2196,1479990,150000
2020-10-17 12:32:33,214,202,2196,1490000,151620
2020-10-17 12:42:45,215,202,2196,1484990,142998
2020-10-17 12:53:11,215,199,2196,1480000,151999
2020-10-17 13:03:23,216,201,2196,1484990,153500
2020-10-17 13:13:35,228,200,2196,1484990,153000
2020-10-17 13:23:47,224,202,2196,1484990,153997
2020-10-17 13:33:58,224,202,2196,1484990,153000
2020-10-17 13:44:10,224,203,2196,1484990,152999
2020-10-17 13:54:38,221,203,2196,1475000,152999
2020-10-17 14:04:52,221,202,2190,1480000,152799
2020-10-17 14:15:05,215,201,2190,1480000,152000
2020-10-17 14:25:20,218,201,2190,1480000,151798
2020-10-17 14:35:33,224,207,2190,1489990,155000
2020-10-17 14:45:45,224,204,2190,1489990,153999
2020-10-17 14:56:20,220,207,2190,1489990,151000
2020-10-17 15:06:07,219,206,2190,1480000,150800
2020-10-17 15:16:18,210,204,2179,1486000,149000
2020-10-17 15:26:29,220,203,2175,1495000,148699
2020-10-17 15:36:40,220,204,2197,1495000,148499
2020-10-17 15:46:54,230,207,2192,1495000,149000
2020-10-17 15:57:05,245,203,2191,1497000,153799
2020-10-17 16:07:41,242,203,2191,1496000,162999
2020-10-17 16:17:51,237,203,2192,1496000,162994
2020-10-17 16:28:05,237,203,2191,1496900,160999
2020-10-17 16:38:18,230,200,2191,1495000,159999
2020-10-17 16:48:29,224,199,2197,1496500,158900
2020-10-17 16:58:40,235,200,2194,1496000,158900
2020-10-17 17:09:13,220,200,2194,1495000,158000
2020-10-17 17:19:25,213,202,2192,1495000,158000
2020-10-17 17:29:55,217,201,2192,1494000,157999
2020-10-17 17:40:08,215,202,2192,1494400,157800
2020-10-17 17:50:19,216,200,2192,1495000,158000
2020-10-17 18:00:31,214,200,2192,1495000,158000
2020-10-17 18:11:00,211,200,2198,1498000,158000
2020-10-17 18:21:14,225,204,2197,1490000,156900
2020-10-17 18:31:25,215,203,2197,1500000,156600
2020-10-17 18:41:39,221,202,2197,1500000,155000
